Order Date,Total Sales,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30,rolling_mean_90,rolling_std_90,ema_0.1,ema_0.3,ema_0.5,IsHoliday,DayOfWeek,Month,Quarter,Year
2021-04-10,10369.59,26603.1025,16337.825000000003,9391.66,7172.2075,4453.88,12219.935,7510.174403371764,12603.388166666668,6587.802888865945,11995.989694444444,5750.409579876569,12051.26184334687,13346.916741459167,14064.117395484136,0,5,4,2,2021
2021-04-11,11713.8575,10369.59,5895.89,13561.5975,7306.99,15075.747500000001,11955.972142857145,7487.596842521254,12491.32516666667,6572.873252025862,11924.214249999999,5712.625685926612,12017.521409012184,12856.998969021415,12888.987447742067,0,6,4,2,2021
2021-04-12,16167.8475,11713.8575,26603.1025,7189.34,18781.8075,31871.580000000005,13238.61607142857,7301.683855603514,11967.867416666668,5516.681659420536,11956.160361111113,5728.3819657399135,12432.554018110966,13850.25352831499,14528.417473871034,0,0,4,2,2021
2021-04-13,22156.18843403295,16167.8475,10369.59,5582.2,8784.56,9334.79,15606.32870486185,7089.281472111082,12395.247364467765,5795.267686797369,11897.907871489258,5594.67504903061,13404.917459703165,16342.034000030377,18342.302953951992,0,1,4,2,2021
2021-04-14,8325.0,22156.18843403295,11713.8575,16337.825000000003,15659.4175,16028.982500000002,14461.639419147567,7581.314053838177,12138.447947801098,5799.385233912177,11930.694982600367,5564.579238791546,12896.92571373285,13936.923800021263,13333.651476975996,0,2,4,2,2021
2021-04-15,37530.4,8325.0,16167.8475,5895.89,6869.1875,11914.18,18980.855133433277,10493.572744120418,12992.3219478011,7423.5903394719035,12218.319482600367,6184.12388796762,15360.273142359565,21014.966660014885,25432.025738488,0,3,4,2,2021
2021-04-16,11604.8675,37530.4,22156.18843403295,26603.1025,10854.4775,5936.24,16838.25013343328,10205.077649272882,13181.2761978011,7309.056117309878,12277.606232600367,6151.94118222682,14984.732578123609,18191.93691201042,18518.446619244,0,4,4,2,2021
2021-04-17,866.01,11604.8675,8325.0,10369.59,9391.66,18597.522500000003,15480.595847718994,11727.659426953676,12590.225781134433,7568.30181407484,12229.2025659337,6224.782593712973,13572.860320311249,12994.158838407293,9692.228309622,0,5,4,2,2021
2021-04-18,13603.07,866.01,37530.4,11713.8575,13561.5975,18276.585,15750.483347718993,11647.99614023642,12434.441947801097,7494.963118500496,12174.001843711478,6189.841166322142,13575.881288280125,13176.832186885104,11647.649154810999,0,6,4,2,2021
2021-04-19,21063.8525,13603.07,11604.8675,16167.8475,7189.34,19191.2675,16449.91263343328,11822.91682940786,12496.861447801099,7560.685157327969,12284.231649267034,6259.223460846785,14324.678409452114,15542.938280819571,16355.7508274055,0,0,4,2,2021
2021-04-20,12905.32,21063.8525,866.01,22156.18843403295,5582.2,15731.987500000001,15128.360000000002,11593.570186490675,12402.6391978011,7536.553003911694,12273.493343711476,6257.298008136528,14182.742568506903,14751.652796573699,14630.53541370275,0,1,4,2,2021
2021-04-21,13994.01,12905.32,13603.07,8325.0,16337.825000000003,1642.1200000000001,15938.218571428573,11231.46743386187,12814.368864467766,7260.7764197581955,12215.106315933699,6215.8587879055885,14163.869311656214,14524.359957601588,14312.272706851374,0,2,4,2,2021
2021-04-22,16302.227499999999,13994.01,21063.8525,37530.4,5895.89,4652.21,12905.6225,6142.867075397624,13202.702781134432,7119.346095314972,12279.731315933699,6227.902905915271,14377.705130490593,15057.72022032111,15307.250103425686,0,3,4,2,2021
2021-04-23,4360.32,16302.227499999999,12905.32,11604.8675,26603.1025,12373.407500000001,11870.687142857143,6955.111888966456,12935.599864467766,7299.568384650432,12237.981982600366,6268.577907677543,13375.966617441534,11848.500154224777,9833.785051712843,0,4,4,2,2021
2021-04-24,14060.455000000002,4360.32,13994.01,866.01,10369.59,14548.0075,13755.607857142857,4984.361709117584,12919.348114467766,7296.396788058506,12237.476843711478,6268.427523071973,13444.41545569738,12512.086607957344,11947.120025856422,0,5,4,2,2021
2021-04-25,15386.53750755968,14060.455000000002,16302.227499999999,13603.07,11713.8575,12567.165,14010.388929651384,5020.7144220434775,13013.327198053088,7309.848824055088,12286.159177128808,6275.758553341238,13638.62766088361,13374.421877838044,13666.828766708051,0,6,4,2,2021
2021-04-26,21109.725000000002,15386.53750755968,4360.32,21063.8525,16167.8475,7172.2075,14016.942143937098,5031.473666423648,13477.911114719755,7368.4804886977745,12233.93839935103,6180.8007452525135,14385.737394795251,15695.01281448663,17388.276883354025,0,0,4,2,2021
2021-04-27,17894.58,21109.725000000002,14060.455000000002,12905.32,22156.18843403295,7306.99,14729.693572508524,5198.375273340288,13830.83078138642,7316.091769380179,12303.639954906586,6209.122475316099,14736.621655315726,16354.882970140641,17641.428441677013,0,1,4,2,2021
2021-04-28,15937.3075,17894.58,15386.53750755968,13994.01,8325.0,18781.8075,15007.307501079955,5204.425160708733,13736.014114719756,7267.988699275876,12329.018982684363,6219.360170452582,14856.690239784155,16229.610329098448,16789.367970838506,0,2,4,2,2021
2021-04-29,24018.772500000003,15937.3075,21109.725000000002,16302.227499999999,37530.4,8784.56,16109.671072508529,6238.849961309342,14243.821198053087,7440.263977043456,12425.11814935103,6332.661711622021,15772.89846580574,18566.358980368914,20404.070235419254,0,3,4,2,2021
2021-04-30,10669.917500000001,24018.772500000003,17894.58,4360.32,11604.8675,15659.4175,17011.0421439371,4460.8645029874615,14077.504531386423,7463.260245198297,12458.367816017697,6315.286111453308,15262.600369225167,16197.42653625824,15536.993867709629,0,4,4,2,2021
2021-05-01,16259.105000000001,10669.917500000001,15937.3075,14060.455000000002,866.01,6869.1875,17325.135001079954,4292.7213085677495,14390.501781386421,7346.516601162701,12588.32964935103,6271.170025769024,15362.25083230265,16215.930075380767,15898.049433854816,0,5,5,2,2021
2021-05-02,10876.587500000001,16259.105000000001,24018.772500000003,15386.53750755968,13603.07,10854.4775,16680.85642857143,4924.169606424955,14391.238781386422,7346.1507361923495,12558.190316017697,6272.82416862926,14913.684499072386,14614.127302766537,13387.318466927409,0,6,5,2,2021
2021-05-03,12093.8,10876.587500000001,10669.917500000001,21109.725000000002,21063.8525,9391.66,15392.867142857143,4748.657230069412,14481.310114719756,7299.152147591972,12572.492093795474,6270.252645016364,14631.696049165148,13858.029111936576,12740.559233463704,0,0,5,2,2021
2021-05-04,6924.967500000001,12093.8,16259.105000000001,17894.58,12905.32,13561.5975,13825.779642857144,5531.047029352514,14260.089114719756,7427.431264852917,12594.329954906583,6246.819371681144,13861.023194248633,11778.110628355602,9832.763366731851,0,1,5,2,2021
2021-05-05,12088.5,6924.967500000001,10876.587500000001,15937.3075,13994.01,7189.34,13275.95,5477.19955296957,14423.394448053088,7319.684296735305,12687.898621573253,6174.250034044967,13683.770874823771,11871.22743984892,10960.631683365926,0,2,5,2,2021
2021-05-06,7830.407500000001,12088.5,12093.8,24018.772500000003,16302.227499999999,5582.2,10963.326428571429,3076.968016007836,14498.334698053088,7237.088012951877,12618.71337157325,6193.591394693981,13098.434537341394,10658.981457894244,9395.519591682963,0,3,5,2,2021
2021-05-07,4546.38,7830.407500000001,6924.967500000001,10669.917500000001,4360.32,16337.825000000003,10088.535357142857,3927.2698270436213,14105.286531386422,7450.783148401673,12567.84703823992,6241.227771548724,12243.229083607255,8825.20102052597,6970.949795841481,0,4,5,2,2021
2021-05-08,14725.9375,4546.38,12088.5,16259.105000000001,14060.455000000002,5895.89,9869.511428571428,3550.4567385680884,14399.621448053089,7287.927999215932,12623.680927128808,6237.767871746098,12491.49992524653,10595.421964368179,10848.44364792074,0,5,5,2,2021
2021-05-09,24884.8925,14725.9375,7830.407500000001,10876.587500000001,15386.53750755968,26603.1025,11870.697857142857,6733.605955305366,14342.347781386421,7194.874833426811,12867.458288239917,6283.810299655744,13730.839182721877,14882.263125057725,17866.66807396037,0,6,5,2,2021
2021-05-10,4743.17,24884.8925,4546.38,12093.8,21109.725000000002,10369.59,10820.607857142855,7246.628534468557,14154.800448053089,7373.126136724758,12821.391510462143,6328.3423164787955,12832.07226444969,11840.535187540407,11304.919036980184,0,0,5,2,2021
2021-05-11,6097.09,4743.17,14725.9375,6924.967500000001,17894.58,11713.8575,10702.339642857143,7327.112280887772,13967.574864719754,7507.337960704795,12810.073427128807,6339.562378307959,12158.574038004721,10117.501631278285,8701.004518490092,0,1,5,2,2021
2021-05-12,19464.5825,6097.09,24884.8925,12088.5,15937.3075,16167.8475,11756.065714285714,8054.010752175972,14077.466031386422,7564.566185451845,12895.625677128806,6377.141312144492,12889.174884204249,12921.625891894799,14082.793509245046,0,2,5,2,2021
2021-05-13,23056.2475,19464.5825,4743.17,7830.407500000001,24018.772500000003,22156.18843403295,13931.185714285715,8835.230821838562,14107.46800025199,7599.4168177029005,12976.609593795476,6459.767523858201,13905.882145783824,15962.012374326358,18569.520504622524,0,3,5,2,2021
2021-05-14,13636.37,23056.2475,6097.09,4546.38,10669.917500000001,8325.0,15229.755714285715,7837.688559637089,14284.513666918656,7521.526773696865,13006.19728823992,6456.587126706433,13878.930931205443,15264.319662028449,16102.945252311263,0,4,5,2,2021
2021-05-15,19675.975,13636.37,19464.5825,14725.9375,16259.105000000001,37530.4,15936.903928571428,8006.151746334772,13689.366166918655,6210.9419373049,13040.328593795475,6483.882189317158,14458.6353380849,16587.816263419914,17889.46012615563,0,5,5,2,2021
2021-05-16,2312.09,19675.975,23056.2475,24884.8925,10876.587500000001,11604.8675,12712.217857142856,8340.360184178257,13379.606916918656,6541.424887501094,12947.416843795474,6577.40785214761,13243.98080427641,12305.09838439394,10100.775063077816,0,6,5,2,2021
2021-05-17,18685.8175,2312.09,13636.37,4743.17,12093.8,866.01,14704.024642857143,7765.05802782936,13973.600500251989,6164.128315608746,13040.557816017696,6598.859612302578,13788.16447384877,14219.314119075756,14393.296281538907,0,0,5,2,2021
2021-05-18,19318.395,18685.8175,19675.975,6097.09,6924.967500000001,13603.07,16592.7825,6880.140541192637,14164.111333585324,6240.133074707773,13157.635427128807,6615.896452827741,14341.187526463893,15749.038383353029,16855.845640769454,0,1,5,2,2021
2021-05-19,25364.780000000002,19318.395,2312.09,19464.5825,12088.5,21063.8525,17435.667857142857,7612.988003212891,14307.475583585323,6449.99469146464,13295.437788239919,6739.790377658479,15443.546773817505,18633.76086834712,21110.31282038473,0,2,5,2,2021
2021-05-20,8204.47,25364.780000000002,18685.8175,23056.2475,7830.407500000001,12905.32,15313.985357142858,7851.31475150028,14150.780583585323,6541.682139622128,13289.770677128807,6743.89868151472,14719.639096435754,15504.973607842981,14657.391410192366,0,3,5,2,2021
2021-05-21,12147.6675,8204.47,19318.395,13636.37,4546.38,13994.01,15101.31357142857,7924.15537486092,14089.235833585322,6551.885234305648,13210.609927128806,6714.638392086334,14462.44193679218,14497.781775490086,13402.529455096183,0,4,5,2,2021
2021-05-22,9256.6175,12147.6675,25364.780000000002,19675.975,14725.9375,16302.227499999999,13612.83392857143,7900.183266656286,13854.382166918656,6595.95221768608,13209.930927128808,6715.039550424702,13941.859493112963,12925.43249284306,11329.573477548092,0,5,5,2,2021
2021-05-23,13616.66,9256.6175,8204.47,2312.09,24884.8925,4360.32,15227.772500000001,6171.363828925231,14162.926833585323,6348.3755324829435,13294.750816017697,6670.793140729586,13909.339543801667,13132.800744990142,12473.116738774046,0,6,5,2,2021
2021-05-24,14081.8475,13616.66,12147.6675,18685.8175,4743.17,14060.455000000002,14570.0625,5983.8864298032395,14163.639916918655,6348.36482684901,13282.806927128806,6668.383632884192,13926.5903394215,13417.514771493099,13277.482119387023,0,0,5,2,2021
2021-05-25,22718.515,14081.8475,9256.6175,19318.395,6097.09,15386.53750755968,15055.793928571427,6545.233027402282,14408.039166666667,6535.44400686733,13347.769816017697,6731.916925978374,14805.78280547935,16207.814840045168,17997.99855969351,0,1,5,2,2021
2021-05-26,14025.4975,22718.515,13616.66,25364.780000000002,19464.5825,21109.725000000002,13435.896428571428,4716.253701019147,14171.89825,6411.760992658551,13322.91051046214,6725.15893507243,14727.754274931416,15553.119638031616,16011.748029846756,0,2,5,2,2021
2021-05-27,14056.815,14025.4975,14081.8475,8204.47,23056.2475,17894.58,14271.945714285714,4114.672169445307,14043.972750000003,6373.094383255212,13397.73114935103,6695.047833302282,14660.660347438275,15104.228246622131,15034.28151492338,0,3,5,2,2021
2021-05-28,19532.5475,14056.815,22718.515,12147.6675,13636.37,15937.3075,15326.92857142857,4415.004978973426,14163.814083333333,6443.340605173423,13592.914566017695,6613.596776608653,15147.849062694448,16432.72402263549,17283.41450746169,0,4,5,2,2021
2021-05-29,11932.6,19532.5475,14025.4975,9256.6175,19675.975,24018.772500000003,15709.211785714286,3885.945199081697,13760.941666666668,6178.30305862471,13511.975954906586,6588.520673655349,14826.324156425004,15082.686815844843,14608.007253730844,0,5,5,2,2021
2021-05-30,22567.482500000002,11932.6,14056.815,13616.66,2312.09,10669.917500000001,16987.900714285715,4505.83338802364,14157.527166666667,6352.4466129148705,13599.66501046214,6656.349725317465,15600.439990782505,17328.12552109139,18587.74487686542,0,6,5,2,2021
2021-05-31,20490.1725,22567.482500000002,19532.5475,14081.8475,18685.8175,16259.105000000001,17903.375714285714,4467.835198600968,14298.562750000001,6446.9795054934375,13616.723566017698,6672.17650055505,16089.413241704255,18276.739614763974,19538.95868843271,1,0,5,2,2021
2021-06-01,21196.2825,20490.1725,11932.6,22718.515,19318.395,10876.587500000001,17685.91392857143,4224.84614181389,14642.552583333334,6532.838931276743,13685.962732684364,6718.49505470143,16600.10016753383,19152.602480334783,20367.620594216358,0,1,6,2,2021
2021-06-02,2642.14,21196.2825,22567.482500000002,14025.4975,25364.780000000002,12093.8,16059.720000000001,7088.733881568112,14327.497249999999,6878.746670888352,13567.452343795474,6818.560956873989,15204.304150780448,14199.463736234347,11504.880297108179,0,2,6,2,2021
2021-06-03,13286.4775,2642.14,20490.1725,14056.815,8204.47,6924.967500000001,15949.671785714288,7130.86436463186,14539.547583333335,6739.32062525522,13610.095343795472,6804.498882916235,15012.521485702404,13925.567865364043,12395.67889855409,0,3,6,2,2021
2021-06-04,21116.955,13286.4775,21196.2825,19532.5475,12147.6675,12088.5,16176.015714285717,7286.981038528825,14840.496083333333,6827.107193435773,13699.937204906584,6849.9968149281285,15622.964837132164,16082.98400575483,16756.316949277047,0,4,6,2,2021
2021-06-05,13431.2275,21116.955,2642.14,11932.6,9256.6175,7830.407500000001,16390.105357142857,7162.483283587889,15027.190083333333,6704.274094249496,13691.213316017696,6849.831672834244,15403.791103418947,15287.45705402838,15093.772224638524,0,5,6,2,2021
2021-06-06,19882.485,13431.2275,13286.4775,22567.482500000002,13616.66,4546.38,16006.534285714286,6841.2211454163,15538.393583333333,6457.708788103329,13806.413927128808,6865.963258960671,15851.660493077054,16665.965437819865,17488.128612319262,0,6,6,2,2021
2021-06-07,3633.44,19882.485,21116.955,20490.1725,14081.8475,14725.9375,13598.429642857143,7886.819334950224,15168.643666666667,6813.588010869791,13817.063816017697,6849.226055418149,14629.83844376935,12756.207806473905,10560.78430615963,0,0,6,2,2021
2021-06-08,19701.0675,3633.44,13431.2275,21196.2825,22718.515,24884.8925,13384.827500000001,7663.843193653727,14995.849500000002,6621.714814797842,13914.798371573253,6869.931500351416,15136.961349392415,14839.665714531733,15130.925903079817,0,1,6,2,2021
2021-06-09,16828.245000000003,19701.0675,19882.485,2642.14,14025.4975,4743.17,15411.41392857143,6056.805765291855,15398.685333333333,6338.002624146809,14052.291316017694,6801.947954534109,15306.089714453174,15436.239500172214,15979.58545153991,0,2,6,2,2021
2021-06-10,22814.4925,16828.245000000003,3633.44,13286.4775,14056.815,6097.09,16772.55892857143,6550.198266756714,15955.932083333335,6225.910382463654,14138.277371573251,6863.665467437465,16056.929993007856,17649.71540012055,19397.038975769956,0,3,6,2,2021
2021-06-11,17349.705,22814.4925,19701.0675,21116.955,19532.5475,19464.5825,16234.380357142858,6283.078480358216,15885.436166666668,6196.716949438939,13976.923204906585,6608.031804251312,16186.20749370707,17559.712280084383,18373.37198788498,0,4,6,2,2021
2021-06-12,16888.202500000003,17349.705,16828.245000000003,13431.2275,11932.6,23056.2475,16728.23392857143,6160.695701324864,15679.834666666668,6051.208410037043,14060.850010462142,6596.3675036737,16256.406994336365,17358.25934605907,17630.78724394249,0,5,6,2,2021
2021-06-13,16697.215,16888.202500000003,22814.4925,19882.485,22567.482500000002,13636.37,16273.195357142858,6004.543707169361,15781.862833333334,6041.362017945399,14068.274816017698,6598.98326441517,16300.487794902729,17159.946042241347,17164.001121971247,0,6,6,2,2021
2021-06-14,31831.13,16697.215,17349.705,3633.44,20490.1725,19675.975,20301.436785714286,5553.16850399874,16187.034666666668,6684.860756058884,14289.574260462141,6854.930908673777,17853.552015412457,21561.30122956894,24497.565560985626,0,0,6,2,2021
2021-06-15,8945.39,31831.13,16888.202500000003,19701.0675,21196.2825,2312.09,18764.911428571428,7036.796935999165,16408.144666666667,6309.254766422671,14323.009260462139,6820.984164131012,16962.73581387121,17776.527860698257,16721.477780492813,0,1,6,2,2021
2021-06-16,1774.63,8945.39,16697.215,16828.245000000003,2642.14,18685.8175,16614.395,9571.180757100432,15844.438416666668,6832.511507229696,14136.088232684364,6932.130230469746,15443.92523248409,12975.95850248878,9248.053890246407,0,2,6,2,2021
2021-06-17,8467.14,1774.63,31831.13,22814.4925,13286.4775,19318.395,14564.773214285715,9558.372553985799,15482.729916666667,6928.811307250178,14027.094399351028,6943.40550445425,14746.246709235682,11623.312951742146,8857.596945123203,0,3,6,2,2021
2021-06-18,14502.567500000001,8467.14,8945.39,17349.705,21116.955,25364.780000000002,14158.039285714287,9480.373694849657,15120.65616666667,6673.719017762304,13974.997732684364,6921.779213006663,14721.878788312115,12487.089316219503,11680.082222561603,1,4,6,2,2021
2021-06-19,6491.12,14502.567500000001,1774.63,16888.202500000003,13431.2275,8204.47,12672.741785714286,9790.727006343459,15063.5445,6741.929150393796,13872.321427128805,6963.834375706107,13898.802909480904,10688.29852135365,9085.601111280801,1,5,6,2,2021
2021-06-20,14403.875,6491.12,8467.14,16697.215,19882.485,12147.6675,12345.121785714287,9671.255566357098,15138.751416666668,6720.831727468899,14014.118704906585,6840.84657027488,13949.310118532814,11802.971464947554,11744.7380556404,0,6,6,2,2021
2021-06-21,13665.58,14403.875,14502.567500000001,31831.13,3633.44,9256.6175,9750.043214285713,4762.652790270157,15285.716833333334,6635.434044369168,14114.267260462142,6767.837562024334,13920.937106679534,12361.754025463288,12705.1590278202,0,0,6,2,2021
2021-06-22,10709.0275,13665.58,6491.12,8945.39,19701.0675,13616.66,10001.99142857143,4759.6394882775,15188.79575,6681.727753557467,14095.774149351031,6774.91816296665,13599.746146011581,11865.936067824301,11707.093263910101,0,1,6,2,2021
2021-06-23,21618.035000000003,10709.0275,14403.875,1774.63,16828.245000000003,14081.8475,12836.763571428572,4948.34094779542,15440.002,6779.6239670707755,14174.330010462141,6821.052536189026,14401.575031410424,14791.56574747701,16662.564131955052,0,2,6,2,2021
2021-06-24,20845.537500000002,21618.035000000003,13665.58,8467.14,22814.4925,22718.515,14605.10607142857,5324.065991883942,15377.569416666667,6718.635587672584,14266.311927128809,6854.869510766238,15045.971278269382,16607.757273233907,18754.050815977527,0,3,6,2,2021
2021-06-25,6439.76,20845.537500000002,10709.0275,14502.567500000001,17349.705,14025.4975,13453.276428571431,6156.966971651212,15124.711500000001,6911.260390961338,14258.173621573253,6863.815430440621,14185.350150442444,13557.358091263734,12596.905407988765,0,4,6,2,2021
2021-06-26,9791.8975,6439.76,21618.035000000003,6491.12,16888.202500000003,14056.815,13924.816071428571,5639.549033672976,14982.547583333333,6977.531107693995,14285.783704906586,6840.497962663352,13746.0048853982,12427.719913884612,11194.401453994382,0,5,6,2,2021
2021-06-27,28823.2425,9791.8975,20845.537500000002,14403.875,16697.215,19532.5475,15984.725714285712,7988.0963340520175,15292.237416666667,7380.95726236,14397.355204906586,6994.803722908115,15253.72864685838,17346.376689719225,20008.82197699719,0,6,6,2,2021
2021-06-28,7576.95,28823.2425,6439.76,13665.58,31831.13,11932.6,15114.92142857143,8591.414681743689,15147.049083333335,7491.336329251611,14383.937316017697,7006.839431943904,14486.050782172542,14415.548682803457,13792.885988498596,0,0,6,2,2021
2021-06-29,14495.6175,7576.95,9791.8975,10709.0275,8945.39,22567.482500000002,15655.862857142856,8384.48716424359,14877.986916666667,7359.425524505678,14371.006204906587,7005.532860713341,14487.007453955288,14439.56932796242,14144.251744249297,0,1,6,2,2021
2021-06-30,22244.415,14495.6175,28823.2425,21618.035000000003,1774.63,20490.1725,15745.345714285717,8461.71005619059,14936.461666666668,7412.334162278497,14541.842066017696,7008.007707807373,15262.74820855976,16781.02302957369,18194.33337212465,0,2,6,2,2021
2021-07-01,12322.6575,22244.415,7576.95,20845.537500000002,8467.14,21196.2825,14527.79142857143,8215.11809349827,14640.674166666666,7330.522261741415,14558.155177128809,7001.033216701668,14968.739137703784,15443.513370701583,15258.495436062323,0,3,7,3,2021
2021-07-02,12592.555000000002,12322.6575,14495.6175,6439.76,14502.567500000001,2642.14,15406.762142857142,7503.88513559968,14972.354666666668,6985.921195683009,14593.720677128807,6982.598396970971,14731.120723933405,14588.225859491107,13925.525218031162,0,4,7,3,2021
2021-07-03,8101.09,12592.555000000002,22244.415,9791.8975,6491.12,13286.4775,15165.218214285715,7738.297497780617,14799.508416666667,7092.408703071246,14533.04837157325,7015.314088372649,14068.117651540066,12642.085101643774,11013.307609015581,0,5,7,3,2021
2021-07-04,27637.232500000002,8101.09,12322.6575,28823.2425,14403.875,21116.955,14995.788214285716,7394.773562732743,15016.851,7386.486891804633,14760.247177128807,7105.343833871853,15425.02913638606,17140.62932115064,19325.27005450779,1,6,7,3,2021
2021-07-05,22122.865,27637.232500000002,12592.555000000002,7576.95,13665.58,13431.2275,17073.776071428572,6995.544827283958,15306.57225,7491.854313265487,14944.032343795474,7079.149429266254,16094.812722747454,18635.30002480545,20724.067527253894,1,0,7,3,2021
2021-07-06,4062.08,22122.865,8101.09,14495.6175,10709.0275,19882.485,15583.270714285714,8570.608438935691,14779.225416666666,7712.205593711429,14807.635177128808,7169.675210181576,14891.53945047271,14263.334017363813,12393.073763626948,0,1,7,3,2021
2021-07-07,6385.900000000001,4062.08,27637.232500000002,22244.415,21618.035000000003,3633.44,13317.768571428573,8612.251537075908,14870.974083333334,7590.448132995547,14813.079732684364,7163.014670835454,14040.97550542544,11900.103812154668,9389.486881813475,0,2,7,3,2021
2021-07-08,13460.24,6385.900000000001,22122.865,12322.6575,20845.537500000002,19701.0675,13480.280357142856,8601.070095509485,14662.9465,7538.85175311635,14667.047927128808,7053.079341109896,13982.901954882896,12368.144668508266,11424.863440906738,0,3,7,3,2021
2021-07-09,5722.04,13460.24,4062.08,12592.555000000002,6439.76,16828.245000000003,12498.778214285716,9096.970673999658,14292.739666666666,7699.829790713327,14615.408482684363,7101.742652389317,13156.815759394607,10374.313267955786,8573.45172045337,0,4,7,3,2021
2021-07-10,24185.15,5722.04,6385.900000000001,8101.09,9791.8975,22814.4925,14796.501071428573,9804.796141411893,14338.42825,7756.000730966742,14753.97839935103,7165.87217851049,14259.649183455147,14517.56428756905,16379.300860226685,0,5,7,3,2021
2021-07-11,16368.812500000002,24185.15,13460.24,27637.232500000002,28823.2425,17349.705,13186.726785714287,8126.626310047719,14305.731833333333,7744.928204051845,14756.211343795472,7166.34899726538,14470.565515109633,15072.938751298334,16374.056680113343,0,6,7,3,2021
2021-07-12,20134.865,16368.812500000002,5722.04,22122.865,7576.95,16888.202500000003,12902.726785714285,7790.055600560657,14413.953916666667,7804.71067267871,14733.752194528439,7146.035684694579,15036.99546359867,16591.516625908833,18254.460840056672,0,0,7,3,2021
2021-07-13,17035.665,20134.865,24185.15,4062.08,14495.6175,16697.215,14756.096071428574,6818.957597361666,14425.235583333333,7808.36867900837,14830.537361195109,7117.190890527073,15236.862417238804,16724.761138136182,17645.062920028337,0,1,7,3,2021
2021-07-14,24587.155000000002,17035.665,16368.812500000002,6385.900000000001,22244.415,31831.13,17356.27535714286,6560.641577437133,14183.769750000001,7350.107422904659,14686.723527861775,6775.9393855784365,16171.891675514924,19083.47929669533,21116.10896001417,0,2,7,3,2021
2021-07-15,10642.087500000001,24587.155000000002,20134.865,13460.24,12322.6575,8945.39,16953.682142857146,6916.390742879743,14240.326333333334,7314.853160569493,14676.025972306219,6781.617171661598,15618.911257963433,16551.06175768673,15879.098230007086,0,3,7,3,2021
2021-07-16,8709.29,10642.087500000001,17035.665,5722.04,12592.555000000002,1774.63,17380.432142857146,6158.519479707977,14471.481666666667,7010.585641978731,14763.173527861774,6651.299927464664,14927.94913216709,14198.530230380711,12294.194115003544,0,4,7,3,2021
2021-07-17,10903.5575,8709.29,24587.155000000002,24185.15,8101.09,8467.14,15483.061785714288,5744.704709708347,14552.695583333332,6952.5016913121135,14733.178944528441,6662.667414232113,14525.509968950382,13210.038411266498,11598.875807501772,0,5,7,3,2021
