Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Unit Price,Quantity,Discount,Total Sales,Profit,Year,Quarter,Month,Week,Day,DayOfWeek,IsWeekend,MonthName,DayName
11606,2021-01-03,2021-01-04,Second Class,C-3053,Customer C-3053,Home Office,Tennessee City 1,Tennessee,South,Home & Garden,Decor,Global Decor 260,47.51,4,0.0,190.04,41.03,2021,1,1,53,3,6,1,January,Sunday
4726,2021-01-04,2021-01-08,Same Day,C-2291,Customer C-2291,Corporate,Michigan City 2,Michigan,Central,Home & Garden,Garden Tools,Premium Garden Tools 671,210.01,1,0.0,210.01,76.3,2021,1,1,1,4,0,0,January,Monday
12949,2021-01-04,2021-01-05,Second Class,C-4876,Customer C-4876,Corporate,Massachusetts City 1,Massachusetts,East,Office Supplies,Binders,Acme Binders 927,98.28,6,0.1,2502.099683761167,235.564817474734,2021,1,1,1,4,0,0,January,Monday
1705,2021-01-04,2021-01-05,First Class,C-4186,Customer C-4186,Consumer,Florida City 4,Florida,South,Technology,Copiers,Acme Copiers 651,1931.64,4,0.5,3863.28,-541.7512499999999,2021,1,1,1,4,0,0,January,Monday
1882,2021-01-04,2021-01-05,Second Class,C-1135,Customer C-1135,Consumer,Oregon City 2,Oregon,West,Home & Garden,Garden Tools,Premium Garden Tools 702,213.26,4,0.1,767.74,117.75,2021,1,1,1,4,0,0,January,Monday
7173,2021-01-04,2021-01-05,Standard Class,C-2452,Customer C-2452,Consumer,North Carolina City 3,North Carolina,South,Home & Garden,Plants,Global Plants 328,228.89,8,0.5,915.56,-130.96,2021,1,1,1,4,0,0,January,Monday
10324,2021-01-04,2021-01-08,Standard Class,C-1645,Customer C-1645,Home Office,Tennessee City 4,Tennessee,South,Clothing,Dresses,Premium Dresses 958,32.4,3,0.0,97.2,23.84,2021,1,1,1,4,0,0,January,Monday
9220,2021-01-04,2021-01-06,First Class,C-1959,Customer C-1959,Consumer,North Carolina City 1,North Carolina,South,Office Supplies,Appliances,Value Appliances 385,23.03,4,0.0,92.12,33.73,2021,1,1,1,4,0,0,January,Monday
4290,2021-01-04,2021-01-06,First Class,C-1288,Customer C-1288,Home Office,Illinois City 2,Illinois,Central,Office Supplies,Storage,Global Storage 147,82.22,1,0.0,82.22,19.77,2021,1,1,1,4,0,0,January,Monday
4556,2021-01-04,2021-01-09,Standard Class,C-4341,Customer C-4341,Consumer,Pennsylvania City 2,Pennsylvania,East,Technology,Phones,Premium Phones 184,1019.39,6,0.0,4666.087500000001,962.6787499999998,2021,1,1,1,4,0,0,January,Monday
7022,2021-01-04,2021-01-04,Same Day,C-2136,Customer C-2136,Consumer,Virginia City 4,Virginia,South,Office Supplies,Paper,Premium Paper 186,72.87,4,0.0,291.48,64.07,2021,1,1,1,4,0,0,January,Monday
7747,2021-01-04,2021-01-09,Standard Class,C-4561,Customer C-4561,Consumer,North Carolina City 2,North Carolina,South,Home & Garden,Garden Tools,Premium Garden Tools 841,124.65,2,0.0,249.3,88.57,2021,1,1,1,4,0,0,January,Monday
10761,2021-01-05,2021-01-09,First Class,C-2631,Customer C-2631,Corporate,California City 2,California,West,Technology,Phones,Premium Phones 387,1552.98,7,0.0,4666.087500000001,962.6787499999998,2021,1,1,1,5,1,0,January,Tuesday
2905,2021-01-05,2021-01-06,First Class,C-1489,Customer C-1489,Home Office,Florida City 3,Florida,South,Clothing,Trousers,Premium Trousers 226,64.14,5,0.3,224.49,5.19,2021,1,1,1,5,1,0,January,Tuesday
2974,2021-01-05,2021-01-07,First Class,C-4464,Customer C-4464,Consumer,Ohio City 3,Ohio,East,Technology,Copiers,Value Copiers 790,1392.97,1,0.1,1253.67,280.0,2021,1,1,1,5,1,0,January,Tuesday
12404,2021-01-05,2021-01-10,Standard Class,C-4787,Customer C-4787,Consumer,North Carolina City 2,North Carolina,South,Office Supplies,Accessories,Best Accessories 302,6.73,4,0.0,26.92,5.42,2021,1,1,1,5,1,0,January,Tuesday
14629,2021-01-05,2021-01-08,Second Class,C-4641,Customer C-4641,Consumer,Washington City 1,Washington,West,Furniture,Chairs,Premium Chairs 434,718.22,5,0.0,3591.1,867.07,2021,1,1,1,5,1,0,January,Tuesday
12695,2021-01-05,2021-01-07,Second Class,C-2636,Customer C-2636,Home Office,Tennessee City 2,Tennessee,South,Furniture,Tables,Premium Tables 397,668.0,8,0.0,4666.087500000001,962.6787499999998,2021,1,1,1,5,1,0,January,Tuesday
14499,2021-01-05,2021-01-08,First Class,C-4478,Customer C-4478,Corporate,New York City 1,New York,East,Home & Garden,Kitchenware,Premium Kitchenware 538,216.23,5,0.2,864.92,109.89,2021,1,1,1,5,1,0,January,Tuesday
3738,2021-01-05,2021-01-07,First Class,C-1303,Customer C-1303,Consumer,Florida City 4,Florida,South,Home & Garden,Plants,Best Plants 828,239.87,5,0.0,1199.35,398.43,2021,1,1,1,5,1,0,January,Tuesday
5848,2021-01-06,2021-01-09,Standard Class,C-1456,Customer C-1456,Corporate,Arizona City 2,Arizona,West,Clothing,Jackets,Global Jackets 954,116.43,9,0.3,733.51,-3.42,2021,1,1,1,6,2,0,January,Wednesday
5260,2021-01-06,2021-01-07,First Class,C-4866,Customer C-4866,Home Office,Florida City 4,Florida,South,Clothing,Trousers,Global Trousers 271,104.54,1,0.3,73.18,-4.13,2021,1,1,1,6,2,0,January,Wednesday
3101,2021-01-06,2021-01-08,First Class,C-1854,Customer C-1854,Consumer,California City 4,California,West,Furniture,Chairs,Best Chairs 270,792.8,3,0.0,2378.4,683.05,2021,1,1,1,6,2,0,January,Wednesday
10724,2021-01-06,2021-01-10,First Class,C-2493,Customer C-2493,Consumer,Arizona City 4,Arizona,West,Home & Garden,Garden Tools,Premium Garden Tools 462,153.15,7,0.0,1072.05,374.56,2021,1,1,1,6,2,0,January,Wednesday
6243,2021-01-06,2021-01-06,Same Day,C-1907,Customer C-1907,Consumer,New York City 3,New York,East,Home & Garden,Decor,Global Decor 802,130.01,7,0.0,910.07,228.77,2021,1,1,1,6,2,0,January,Wednesday
7127,2021-01-06,2021-01-07,Second Class,C-3161,Customer C-3161,Consumer,Texas City 2,Texas,Central,Technology,Copiers,Value Copiers 112,532.91,5,0.4,1598.73,-264.52,2021,1,1,1,6,2,0,January,Wednesday
7612,2021-01-06,2021-01-06,First Class,C-4937,Customer C-4937,Consumer,Florida City 2,Florida,South,Clothing,Trousers,Premium Trousers 719,114.85,8,0.0,918.8,274.39,2021,1,1,1,6,2,0,January,Wednesday
3591,2021-01-07,2021-01-07,Second Class,C-4793,Customer C-4793,Consumer,Illinois City 2,Illinois,Central,Furniture,Tables,Acme Tables 119,932.69,3,0.0,2798.07,941.07,2021,1,1,1,7,3,0,January,Thursday
6106,2021-01-07,2021-01-09,First Class,C-4369,Customer C-4369,Consumer,Indiana City 3,Indiana,Central,Home & Garden,Plants,Premium Plants 786,102.26,4,0.0,409.04,140.32,2021,1,1,1,7,3,0,January,Thursday
9105,2021-01-07,2021-01-08,Standard Class,C-3333,Customer C-3333,Consumer,Tennessee City 1,Tennessee,South,Furniture,Chairs,Best Chairs 631,355.06,8,0.0,2840.48,962.6787499999998,2021,1,1,1,7,3,0,January,Thursday
10281,2021-01-07,2021-01-08,First Class,C-4716,Customer C-4716,Corporate,Pennsylvania City 4,Pennsylvania,East,Technology,Machines,Global Machines 381,1795.45,8,0.0,4666.087500000001,962.6787499999998,2021,1,1,1,7,3,0,January,Thursday
8622,2021-01-08,2021-01-08,First Class,C-4498,Customer C-4498,Consumer,New York City 2,New York,East,Office Supplies,Envelopes,Premium Envelopes 571,28.24,4,0.0,112.96,27.16,2021,1,1,1,8,4,0,January,Friday
12175,2021-01-08,2021-01-10,Standard Class,C-1308,Customer C-1308,Corporate,Indiana City 3,Indiana,Central,Home & Garden,Garden Tools,Acme Garden Tools 119,187.45,1,0.1,168.7,50.44,2021,1,1,1,8,4,0,January,Friday
5277,2021-01-08,2021-01-13,Second Class,C-3193,Customer C-3193,Consumer,Massachusetts City 1,Massachusetts,East,Clothing,Trousers,Best Trousers 103,48.95,9,0.5,220.28,-46.65,2021,1,1,1,8,4,0,January,Friday
11897,2021-01-08,2021-01-09,First Class,C-1061,Customer C-1061,Home Office,North Carolina City 2,North Carolina,South,Home & Garden,Plants,Best Plants 633,241.08,8,0.0,1928.64,638.33,2021,1,1,1,8,4,0,January,Friday
10929,2021-01-08,2021-01-09,First Class,C-1139,Customer C-1139,Consumer,Arizona City 2,Arizona,West,Home & Garden,Kitchenware,Global Kitchenware 914,283.51,5,0.2,1134.04,103.03,2021,1,1,1,8,4,0,January,Friday
13952,2021-01-08,2021-01-13,First Class,C-1926,Customer C-1926,Consumer,Ohio City 4,Ohio,East,Home & Garden,Garden Tools,Acme Garden Tools 328,239.15,8,0.4,1147.92,-62.69,2021,1,1,1,8,4,0,January,Friday
4697,2021-01-08,2021-01-11,First Class,C-3780,Customer C-3780,Consumer,Indiana City 2,Indiana,Central,Office Supplies,Storage,Global Storage 337,60.4,8,0.0,483.2,173.66,2021,1,1,1,8,4,0,January,Friday
6682,2021-01-09,2021-01-11,Standard Class,C-1807,Customer C-1807,Corporate,Indiana City 4,Indiana,Central,Office Supplies,Appliances,Acme Appliances 308,72.85,8,0.0,582.8,118.04,2021,1,1,1,9,5,1,January,Saturday
13480,2021-01-09,2021-01-09,Standard Class,C-3293,Customer C-3293,Home Office,New York City 1,New York,East,Furniture,Chairs,Best Chairs 292,204.97,7,0.2,1147.83,139.67,2021,1,1,1,9,5,1,January,Saturday
2779,2021-01-09,2021-01-12,Same Day,C-2306,Customer C-2306,Corporate,Washington City 4,Washington,West,Office Supplies,Storage,Acme Storage 705,97.34,5,0.0,486.7,128.13,2021,1,1,1,9,5,1,January,Saturday
10152,2021-01-09,2021-01-09,First Class,C-3791,Customer C-3791,Consumer,Florida City 1,Florida,South,Technology,Machines,Value Machines 416,876.22,6,0.0,4666.087500000001,962.6787499999998,2021,1,1,1,9,5,1,January,Saturday
10327,2021-01-09,2021-01-12,First Class,C-2758,Customer C-2758,Consumer,Tennessee City 4,Tennessee,South,Office Supplies,Labels,Value Labels 307,88.29,3,0.0,264.87,58.59,2021,1,1,1,9,5,1,January,Saturday
3205,2021-01-09,2021-01-13,Same Day,C-3834,Customer C-3834,Corporate,Arizona City 3,Arizona,West,Office Supplies,Art,Value Art 142,17.95,8,0.0,143.6,41.4,2021,1,1,1,9,5,1,January,Saturday
11194,2021-01-09,2021-01-12,First Class,C-1866,Customer C-1866,Corporate,California City 1,California,West,Technology,Accessories,Acme Accessories 315,1136.3,2,0.0,2272.6,838.67,2021,1,1,1,9,5,1,January,Saturday
6592,2021-01-09,2021-01-09,Second Class,C-4477,Customer C-4477,Consumer,Michigan City 4,Michigan,Central,Clothing,Jackets,Premium Jackets 334,111.83,6,0.5,335.49,-72.88,2021,1,1,1,9,5,1,January,Saturday
438,2021-01-09,2021-01-13,First Class,C-4932,Customer C-4932,Consumer,Massachusetts City 2,Massachusetts,East,Home & Garden,Plants,Acme Plants 242,191.76,4,0.4,460.22,-9.38,2021,1,1,1,9,5,1,January,Saturday
1765,2021-01-09,2021-01-13,Second Class,C-4047,Customer C-4047,Home Office,New York City 1,New York,East,Office Supplies,Appliances,Acme Appliances 949,12.01,7,0.0,84.07,21.05,2021,1,1,1,9,5,1,January,Saturday
6200,2021-01-09,2021-01-10,Standard Class,C-3459,Customer C-3459,Consumer,Pennsylvania City 4,Pennsylvania,East,Home & Garden,Decor,Acme Decor 643,189.28,7,0.4,794.98,-124.88,2021,1,1,1,9,5,1,January,Saturday
2349,2021-01-10,2021-01-13,Second Class,C-4410,Customer C-4410,Consumer,Oregon City 2,Oregon,West,Clothing,Dresses,Value Dresses 301,63.18,4,0.0,252.72,87.44,2021,1,1,1,10,6,1,January,Sunday
13650,2021-01-10,2021-01-12,Standard Class,C-4815,Customer C-4815,Corporate,Florida City 1,Florida,South,Clothing,Dresses,Acme Dresses 105,144.21,7,0.0,1009.47,245.46,2021,1,1,1,10,6,1,January,Sunday
14131,2021-01-10,2021-01-10,Standard Class,C-4513,Customer C-4513,Consumer,New York City 2,New York,East,Home & Garden,Plants,Best Plants 625,174.36,7,0.3,854.36,60.93,2021,1,1,1,10,6,1,January,Sunday
1851,2021-01-10,2021-01-12,Standard Class,C-1206,Customer C-1206,Home Office,Michigan City 4,Michigan,Central,Technology,Phones,Global Phones 106,1963.68,9,0.0,4666.087500000001,962.6787499999998,2021,1,1,1,10,6,1,January,Sunday
11695,2021-01-10,2021-01-14,Same Day,C-2688,Customer C-2688,Consumer,Tennessee City 3,Tennessee,South,Home & Garden,Decor,Global Decor 746,236.16,9,0.0,2125.44,627.08,2021,1,1,1,10,6,1,January,Sunday
10328,2021-01-10,2021-01-13,Same Day,C-1261,Customer C-1261,Consumer,Washington City 1,Washington,West,Furniture,Bookcases,Premium Bookcases 770,913.47,5,0.0,4567.35,962.6787499999998,2021,1,1,1,10,6,1,January,Sunday
13947,2021-01-11,2021-01-12,Second Class,C-3921,Customer C-3921,Consumer,Tennessee City 4,Tennessee,South,Technology,Accessories,Premium Accessories 242,576.95,2,0.0,1153.9,401.14,2021,1,1,2,11,0,0,January,Monday
3786,2021-01-11,2021-01-12,Same Day,C-4854,Customer C-4854,Consumer,Massachusetts City 1,Massachusetts,East,Technology,Accessories,Acme Accessories 519,697.37,5,0.3,2440.79,69.61,2021,1,1,2,11,0,0,January,Monday
13350,2021-01-11,2021-01-13,Same Day,C-2169,Customer C-2169,Corporate,Virginia City 2,Virginia,South,Clothing,Trousers,Global Trousers 632,155.93,7,0.2,873.21,124.0,2021,1,1,2,11,0,0,January,Monday
2526,2021-01-11,2021-01-16,Second Class,C-1238,Customer C-1238,Consumer,North Carolina City 3,North Carolina,South,Clothing,Dresses,Global Dresses 365,61.26,7,0.0,428.82,93.3,2021,1,1,2,11,0,0,January,Monday
7850,2021-01-11,2021-01-13,Standard Class,C-3342,Customer C-3342,Home Office,Texas City 3,Texas,Central,Technology,Copiers,Global Copiers 940,1684.37,9,0.0,4666.087500000001,962.6787499999998,2021,1,1,2,11,0,0,January,Monday
13318,2021-01-11,2021-01-12,Same Day,C-2610,Customer C-2610,Corporate,Indiana City 2,Indiana,Central,Home & Garden,Kitchenware,Acme Kitchenware 337,287.29,3,0.0,861.87,264.07,2021,1,1,2,11,0,0,January,Monday
14982,2021-01-11,2021-01-16,First Class,C-4277,Customer C-4277,Consumer,Washington City 1,Washington,West,Clothing,Jackets,Acme Jackets 479,101.06,9,0.0,909.54,343.76,2021,1,1,2,11,0,0,January,Monday
4672,2021-01-11,2021-01-16,Same Day,C-1488,Customer C-1488,Consumer,Virginia City 3,Virginia,South,Furniture,Furnishings,Premium Furnishings 353,798.08,5,0.0,3990.4,875.05,2021,1,1,2,11,0,0,January,Monday
14305,2021-01-11,2021-01-11,Same Day,C-2654,Customer C-2654,Consumer,Tennessee City 3,Tennessee,South,Furniture,Tables,Acme Tables 755,506.59,1,0.2,405.27,48.81,2021,1,1,2,11,0,0,January,Monday
9802,2021-01-11,2021-01-13,Same Day,C-3988,Customer C-3988,Consumer,Florida City 3,Florida,South,Office Supplies,Supplies,Value Supplies 747,29.67,9,0.0,267.03,85.81,2021,1,1,2,11,0,0,January,Monday
7627,2021-01-11,2021-01-16,First Class,C-3939,Customer C-3939,Consumer,Massachusetts City 4,Massachusetts,East,Furniture,Tables,Best Tables 479,541.66,5,0.4,1624.98,-40.03,2021,1,1,2,11,0,0,January,Monday
3127,2021-01-11,2021-01-13,Same Day,C-3257,Customer C-3257,Consumer,Washington City 2,Washington,West,Office Supplies,Fasteners,Value Fasteners 186,87.58,7,0.1,551.75,55.58,2021,1,1,2,11,0,0,January,Monday
501,2021-01-12,2021-01-16,Same Day,C-4768,Customer C-4768,Consumer,Oregon City 4,Oregon,West,Technology,Phones,Acme Phones 440,1001.97,9,0.4,4666.087500000001,-501.18,2021,1,1,2,12,1,0,January,Tuesday
9789,2021-01-12,2021-01-17,Same Day,C-3827,Customer C-3827,Corporate,New York City 1,New York,East,Office Supplies,Envelopes,Global Envelopes 642,48.49,6,0.3,203.66,-17.94,2021,1,1,2,12,1,0,January,Tuesday
1790,2021-01-12,2021-01-13,Same Day,C-3215,Customer C-3215,Consumer,Pennsylvania City 4,Pennsylvania,East,Technology,Phones,Best Phones 678,1084.29,1,0.2,867.43,159.91,2021,1,1,2,12,1,0,January,Tuesday
5778,2021-01-12,2021-01-16,Second Class,C-2053,Customer C-2053,Corporate,Michigan City 2,Michigan,Central,Home & Garden,Decor,Global Decor 723,86.93,6,0.2,417.26,50.36,2021,1,1,2,12,1,0,January,Tuesday
8333,2021-01-12,2021-01-16,Standard Class,C-2505,Customer C-2505,Consumer,Pennsylvania City 3,Pennsylvania,East,Technology,Phones,Premium Phones 876,1199.98,2,0.0,2399.96,935.26,2021,1,1,2,12,1,0,January,Tuesday
2210,2021-01-12,2021-01-15,First Class,C-4131,Customer C-4131,Home Office,Ohio City 1,Ohio,East,Furniture,Furnishings,Global Furnishings 124,609.89,4,0.4,1463.74,-15.49,2021,1,1,2,12,1,0,January,Tuesday
8411,2021-01-12,2021-01-13,Standard Class,C-4076,Customer C-4076,Home Office,North Carolina City 1,North Carolina,South,Furniture,Furnishings,Global Furnishings 506,818.64,4,0.0,3274.56,962.6787499999998,2021,1,1,2,12,1,0,January,Tuesday
10767,2021-01-13,2021-01-17,Standard Class,C-1840,Customer C-1840,Corporate,Pennsylvania City 4,Pennsylvania,East,Office Supplies,Accessories,Acme Accessories 651,79.47,9,0.0,715.23,199.09,2021,1,1,2,13,2,0,January,Wednesday
14269,2021-01-13,2021-01-17,First Class,C-3349,Customer C-3349,Corporate,North Carolina City 1,North Carolina,South,Technology,Phones,Value Phones 335,343.17,8,0.4,1647.22,-177.22,2021,1,1,2,13,2,0,January,Wednesday
13908,2021-01-13,2021-01-15,Standard Class,C-3239,Customer C-3239,Home Office,Virginia City 3,Virginia,South,Technology,Phones,Acme Phones 324,1458.32,3,0.0,4374.96,962.6787499999998,2021,1,1,2,13,2,0,January,Wednesday
5716,2021-01-13,2021-01-14,Second Class,C-4464,Customer C-4464,Home Office,New York City 1,New York,East,Furniture,Chairs,Acme Chairs 257,787.41,8,0.0,4666.087500000001,962.6787499999998,2021,1,1,2,13,2,0,January,Wednesday
8552,2021-01-13,2021-01-16,First Class,C-2557,Customer C-2557,Home Office,Pennsylvania City 3,Pennsylvania,East,Furniture,Bookcases,Value Bookcases 962,441.65,1,0.0,441.65,91.2,2021,1,1,2,13,2,0,January,Wednesday
13291,2021-01-13,2021-01-13,First Class,C-2484,Customer C-2484,Consumer,Arizona City 2,Arizona,West,Office Supplies,Paper,Best Paper 351,82.17,6,0.0,493.02,109.87,2021,1,1,2,13,2,0,January,Wednesday
3470,2021-01-13,2021-01-17,Same Day,C-3815,Customer C-3815,Consumer,North Carolina City 1,North Carolina,South,Furniture,Furnishings,Value Furnishings 992,664.09,9,0.4,3586.09,-525.93,2021,1,1,2,13,2,0,January,Wednesday
6607,2021-01-13,2021-01-15,Same Day,C-1268,Customer C-1268,Home Office,North Carolina City 4,North Carolina,South,Technology,Phones,Acme Phones 793,1839.36,8,0.2,4666.087500000001,962.6787499999998,2021,1,1,2,13,2,0,January,Wednesday
3401,2021-01-13,2021-01-16,Same Day,C-3837,Customer C-3837,Consumer,Indiana City 1,Indiana,Central,Furniture,Bookcases,Value Bookcases 265,394.75,5,0.1,1776.38,507.29,2021,1,1,2,13,2,0,January,Wednesday
9858,2021-01-13,2021-01-17,Second Class,C-2529,Customer C-2529,Home Office,Florida City 3,Florida,South,Home & Garden,Plants,Value Plants 415,84.82,1,0.0,84.82,29.51,2021,1,1,2,13,2,0,January,Wednesday
13034,2021-01-13,2021-01-15,Second Class,C-4632,Customer C-4632,Consumer,Pennsylvania City 2,Pennsylvania,East,Technology,Phones,Value Phones 142,1281.49,7,0.0,4666.087500000001,962.6787499999998,2021,1,1,2,13,2,0,January,Wednesday
13203,2021-01-13,2021-01-15,First Class,C-2402,Customer C-2402,Consumer,Florida City 3,Florida,South,Office Supplies,Paper,Best Paper 190,93.76,3,0.0,281.28,75.54,2021,1,1,2,13,2,0,January,Wednesday
7542,2021-01-14,2021-01-18,Second Class,C-1410,Customer C-1410,Consumer,Michigan City 2,Michigan,Central,Home & Garden,Decor,Acme Decor 730,115.25,9,0.0,1037.25,320.34,2021,1,1,2,14,3,0,January,Thursday
8763,2021-01-14,2021-01-17,Standard Class,C-3104,Customer C-3104,Home Office,Pennsylvania City 2,Pennsylvania,East,Clothing,Dresses,Value Dresses 339,133.76,9,0.0,1203.84,357.24,2021,1,1,2,14,3,0,January,Thursday
14272,2021-01-14,2021-01-19,Same Day,C-1132,Customer C-1132,Corporate,Florida City 1,Florida,South,Furniture,Bookcases,Global Bookcases 712,202.41,8,0.0,1619.28,449.35,2021,1,1,2,14,3,0,January,Thursday
3212,2021-01-14,2021-01-16,First Class,C-3676,Customer C-3676,Corporate,Florida City 1,Florida,South,Home & Garden,Decor,Global Decor 812,143.53,4,0.0,574.12,208.51,2021,1,1,2,14,3,0,January,Thursday
13129,2021-01-14,2021-01-16,Standard Class,C-4806,Customer C-4806,Home Office,Florida City 2,Florida,South,Furniture,Tables,Premium Tables 369,386.72,1,0.0,386.72,130.89,2021,1,1,2,14,3,0,January,Thursday
10183,2021-01-14,2021-01-19,Standard Class,C-3957,Customer C-3957,Consumer,Washington City 3,Washington,West,Office Supplies,Supplies,Global Supplies 103,73.64,6,0.2,353.47,4.41,2021,1,1,2,14,3,0,January,Thursday
5776,2021-01-14,2021-01-16,Standard Class,C-2533,Customer C-2533,Corporate,Massachusetts City 1,Massachusetts,East,Home & Garden,Plants,Best Plants 624,13.69,4,0.0,54.76,17.95,2021,1,1,2,14,3,0,January,Thursday
4696,2021-01-14,2021-01-18,Same Day,C-1981,Customer C-1981,Consumer,California City 3,California,West,Office Supplies,Paper,Premium Paper 396,72.36,2,0.0,144.72,44.79,2021,1,1,2,14,3,0,January,Thursday
2139,2021-01-15,2021-01-20,Same Day,C-4125,Customer C-4125,Home Office,Tennessee City 2,Tennessee,South,Technology,Phones,Acme Phones 736,471.75,1,0.1,424.58,54.41,2021,1,1,2,15,4,0,January,Friday
9701,2021-01-15,2021-01-17,Same Day,C-1383,Customer C-1383,Consumer,Illinois City 1,Illinois,Central,Furniture,Bookcases,Best Bookcases 811,223.05,4,0.3,624.54,22.74,2021,1,1,2,15,4,0,January,Friday
2919,2021-01-15,2021-01-17,First Class,C-2790,Customer C-2790,Home Office,Virginia City 1,Virginia,South,Technology,Phones,Premium Phones 826,130.01,4,0.0,520.04,116.61,2021,1,1,2,15,4,0,January,Friday
212,2021-01-15,2021-01-16,First Class,C-4661,Customer C-4661,Corporate,Pennsylvania City 2,Pennsylvania,East,Home & Garden,Plants,Premium Plants 489,58.07,3,0.0,174.21,42.13,2021,1,1,2,15,4,0,January,Friday
13707,2021-01-15,2021-01-16,Same Day,C-2853,Customer C-2853,Home Office,Pennsylvania City 1,Pennsylvania,East,Technology,Machines,Premium Machines 411,1431.73,5,0.0,4666.087500000001,962.6787499999998,2021,1,1,2,15,4,0,January,Friday
2993,2021-01-15,2021-01-18,Same Day,C-1320,Customer C-1320,Consumer,North Carolina City 1,North Carolina,South,Technology,Machines,Premium Machines 494,737.37,8,0.0,4666.087500000001,962.6787499999998,2021,1,1,2,15,4,0,January,Friday
7955,2021-01-15,2021-01-16,Standard Class,C-4776,Customer C-4776,Consumer,North Carolina City 2,North Carolina,South,Home & Garden,Kitchenware,Best Kitchenware 334,189.55,3,0.0,568.65,167.09,2021,1,1,2,15,4,0,January,Friday
675,2021-01-16,2021-01-21,Same Day,C-1606,Customer C-1606,Home Office,Tennessee City 2,Tennessee,South,Clothing,T-Shirts,Value T-Shirts 923,108.89,8,0.1,784.01,157.25,2021,1,1,2,16,5,1,January,Saturday
3349,2021-01-16,2021-01-18,Second Class,C-1931,Customer C-1931,Consumer,New York City 2,New York,East,Office Supplies,Binders,Acme Binders 279,68.97,6,0.5,206.91,-49.95,2021,1,1,2,16,5,1,January,Saturday
